,name,division,rank,str.ac,grap.ac,sig.str.land,sig.str.att,take.land,take.att,sig.str.land.min,sig.str.abs.min,take.avg.15min,sub.avg.15min,sig.str.def,take.def,knock.ratio,avg.time,sig.str.head,sig.str.head.percent,sig.str.body,sig.str.body.percent,sig.str.leg,sig.str.leg.percent,sig.str.position.stand,sig.str.position.clinch,sig.str.position.ground,sig.str.position.stand.percent,sig.str.position.clinch.percent,sig.str.position.ground.percent,win.ko,win.sub,win.dec,win.ko.percent,win.sub.percent,win.dec.percent,wins,losses,age,leg.reach,reach,height,opponent,outcome,name,division,rank,str.ac,grap.ac,sig.str.land,sig.str.att,take.land,take.att,sig.str.land.min,sig.str.abs.min,take.avg.15min,sub.avg.15min,sig.str.def,take.def,knock.ratio,avg.time,sig.str.head,sig.str.head.percent,sig.str.body,sig.str.body.percent,sig.str.leg,sig.str.leg.percent,sig.str.position.stand,sig.str.position.clinch,sig.str.position.ground,sig.str.position.stand.percent,sig.str.position.clinch.percent,sig.str.position.ground.percent,win.ko,win.sub,win.dec,win.ko.percent,win.sub.percent,win.dec.percent,wins,losses,age,leg.reach,reach,height
40,batgerel,bantamweight,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0,0%,0,0%,0,0,0,(0 %),(0 %),(0 %),5,2,2,(56%),(22%),(22%),9,2,31.0,36.0,70.0,67.0,alatengheili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,rojo,bantamweight,0,[36%],[50%],74.0,204.0,,2.0,"5.10
              ","7.30
          ","1.03
              ","0.00
          ","52
                  %","100
                      %","0.00
              ","14:31
          ",25,34%,22,30%,27,36%,63,11,0,(85%),(15%),(0%),8,6,2,(50%),(38%),(13%),16,8,33.0,,,68.0,santos,upcoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,rojo,bantamweight,0,[36%],[50%],74.0,204.0,,2.0,"5.10
              ","7.30
          ","1.03
              ","0.00
          ","52
                  %","100
                      %","0.00
              ","14:31
          ",25,34%,22,30%,27,36%,63,11,0,(85%),(15%),(0%),8,6,2,(50%),(38%),(13%),16,8,33.0,,,68.0,jourdain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,bautista,bantamweight,0,[46%],[33%],177.0,387.0,1.0,3.0,"5.71
              ","4.78
          ","0.48
              ","0.00
          ","55
                  %","70
                      %","0.48
              ","07:45
          ",125,71%,36,20%,16,9%,138,30,9,(78%),(17%),(5%),3,3,2,(38%),(38%),(25%),8,2,27.0,39.0,72.0,69.0,jones,,jones,bantamweight,0,[61%],[20%],49.0,80.0,,5.0,"3.84
              ","6.81
          ","1.17
              ","0.00
          ","36
                  %",None,"2.35
              ","06:23
          ",32,65%,4,8%,13,27%,28,3,18,(57%),(6%),(37%),3,4,6,(23%),(31%),(46%),13,6,30.0,40.0,70.0,67.0
44,bautista,bantamweight,0,[46%],[33%],177.0,387.0,1.0,3.0,"5.71
              ","4.78
          ","0.48
              ","0.00
          ","55
                  %","70
                      %","0.48
              ","07:45
          ",125,71%,36,20%,16,9%,138,30,9,(78%),(17%),(5%),3,3,2,(38%),(38%),(25%),8,2,27.0,39.0,72.0,69.0,johns,Win,johns,bantamweight,0,[48%],[31%],165.0,342.0,1.0,13.0,"3.33
              ","2.42
          ","1.21
              ","0.00
          ","68
                  %","88
                      %","0.61
              ","12:23
          ",145,88%,12,7%,8,5%,122,18,25,(74%),(11%),(15%),3,2,6,(27%),(18%),(55%),11,1,27.0,37.0,68.0,67.0
45,bautista,bantamweight,0,[46%],[33%],177.0,387.0,1.0,3.0,"5.71
              ","4.78
          ","0.48
              ","0.00
          ","55
                  %","70
                      %","0.48
              ","07:45
          ",125,71%,36,20%,16,9%,138,30,9,(78%),(17%),(5%),3,3,2,(38%),(38%),(25%),8,2,27.0,39.0,72.0,69.0,son,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,bautista,bantamweight,0,[46%],[33%],177.0,387.0,1.0,3.0,"5.71
              ","4.78
          ","0.48
              ","0.00
          ","55
                  %","70
                      %","0.48
              ","07:45
          ",125,71%,36,20%,16,9%,138,30,9,(78%),(17%),(5%),3,3,2,(38%),(38%),(25%),8,2,27.0,39.0,72.0,69.0,sandhagen,,sandhagen,bantamweight,3,[48%],[44%],514.0,1081.0,1.0,9.0,"6.32
              ","4.05
          ","0.74
              ","0.55
          ","59
                  %","66
                      %","0.74
              ","09:02
          ",343,67%,77,15%,94,18%,403,26,85,(78%),(5%),(17%),6,3,5,(43%),(21%),(36%),14,3,29.0,40.0,70.0,71.0
47,khashakyan,bantamweight,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0,0%,0,0%,0,0,0,(0 %),(0 %),(0 %),8,0,0,(100%),(0%),(0%),8,4,33.0,,70.0,68.0,o'malley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,saenz,bantamweight,0,[47%],[33%],470.0,1001.0,14.0,43.0,"3.97
              ","3.15
          ","1.77
              ","0.13
          ","54
                  %","63
                      %","0.25
              ","13:09
          ",226,48%,121,26%,123,26%,257,165,48,(55%),(35%),(10%),3,2,8,(23%),(15%),(62%),13,6,39.0,38.0,66.0,66.0,vera,,vera,bantamweight,13,[48%],[43%],565.0,1169.0,,21.0,"3.70
              ","4.11
          ","0.88
              ","1.28
          ","53
                  %","69
                      %","0.49
              ","10:55
          ",287,51%,143,25%,135,24%,397,85,83,(70%),(15%),(15%),6,8,3,(35%),(47%),(18%),17,7,28.0,40.0,70.0,68.0
49,kenney,bantamweight,1,[43%],[39%],592.0,1380.0,2.0,23.0,"4.81
              ","4.30
          ","1.10
              ","0.49
          ","59
                  %","59
                      %","0.00
              ","13:40
          ",316,53%,148,25%,128,22%,521,53,18,(88%),(9%),(3%),2,5,9,(13%),(31%),(56%),16,4,30.0,36.0,70.0,67.0,hamilton,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,kenney,bantamweight,1,[43%],[39%],592.0,1380.0,2.0,23.0,"4.81
              ","4.30
          ","1.10
              ","0.49
          ","59
                  %","59
                      %","0.00
              ","13:40
          ",316,53%,148,25%,128,22%,521,53,18,(88%),(9%),(3%),2,5,9,(13%),(31%),(56%),16,4,30.0,36.0,70.0,67.0,antolin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,kenney,bantamweight,1,[43%],[39%],592.0,1380.0,2.0,23.0,"4.81
              ","4.30
          ","1.10
              ","0.49
          ","59
                  %","59
                      %","0.00
              ","13:40
          ",316,53%,148,25%,128,22%,521,53,18,(88%),(9%),(3%),2,5,9,(13%),(31%),(56%),16,4,30.0,36.0,70.0,67.0,borg,upcoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,rodriguez,bantamweight,0,[36%],[100%],14.0,39.0,,1.0,"2.57
              ","2.57
          ","2.75
              ","2.75
          ","26
                  %",None,"0.00
              ","02:44
          ",8,57%,1,7%,5,36%,11,3,0,(79%),(21%),(0%),2,4,1,(29%),(57%),(14%),7,3,25.0,39.0,69.0,68.0,zahabi,,zahabi,bantamweight,0,[41%],[0%],90.0,217.0,,1.0,"3.34
              ","3.93
          ","0.00
              ","0.00
          ","63
                  %","72
                      %","0.56
              ","13:29
          ",77,86%,11,12%,2,2%,80,7,3,(89%),(8%),(3%),5,2,1,(63%),(25%),(13%),8,2,33.0,38.0,68.0,68.0
53,khaystend,bantamweight,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0,0%,0,0%,0,0,0,(0 %),(0 %),(0 %),3,2,1,(50%),(33%),(17%),6,1,22.0,39.0,71.0,68.0,turcios,,turcios,bantamweight,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0,0%,0,0%,0,0,0,(0 %),(0 %),(0 %),3,1,7,(27%),(9%),(64%),11,2,28.0,38.0,71.0,69.0
54,kelley,bantamweight,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0,0%,0,0%,0,0,0,(0 %),(0 %),(0 %),2,3,1,(33%),(50%),(17%),7,2,33.0,40.0,70.0,69.0,al-qaisi,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,kelleher,bantamweight,0,[41%],[25%],334.0,816.0,4.0,24.0,"4.48
              ","6.00
          ","1.21
              ","0.60
          ","53
                  %","76
                      %","0.40
              ","08:17
          ",222,66%,48,14%,64,19%,278,25,31,(83%),(7%),(9%),8,10,4,(36%),(45%),(18%),23,12,35.0,38.0,66.0,66.0,vera,,vera,bantamweight,13,[48%],[43%],565.0,1169.0,,21.0,"3.70
              ","4.11
          ","0.88
              ","1.28
          ","53
                  %","69
                      %","0.49
              ","10:55
          ",287,51%,143,25%,135,24%,397,85,83,(70%),(15%),(15%),6,8,3,(35%),(47%),(18%),17,7,28.0,40.0,70.0,68.0
56,kandare,bantamweight,0,[10%],[0%],3.0,30.0,,1.0,"0.70
              ","1.88
          ","0.00
              ","0.00
          ","72
                  %",None,"0.00
              ","04:16
          ",1,33%,0,0%,2,67%,3,0,0,(100%),(0%),(0%),1,4,0,(20%),(80%),(0%),5,3,33.0,40.0,72.0,67.0,yadong,,yadong,bantamweight,1,[42%],[75%],332.0,788.0,1.0,4.0,"4.35
              ","3.64
          ","0.59
              ","0.39
          ","57
                  %","57
                      %","0.59
              ","10:54
          ",232,70%,56,17%,44,13%,275,28,29,(83%),(8%),(9%),6,3,7,(38%),(19%),(44%),17,5,23.0,38.0,67.0,68.0
57,turcios,bantamweight,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0,0%,0,0%,0,0,0,(0 %),(0 %),(0 %),3,1,7,(27%),(9%),(64%),11,2,28.0,38.0,71.0,69.0,salmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,turcios,bantamweight,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0,0%,0,0%,0,0,0,(0 %),(0 %),(0 %),3,1,7,(27%),(9%),(64%),11,2,28.0,38.0,71.0,69.0,hiestand,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,else,bantamweight,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0,0%,0,0%,0,0,0,(0 %),(0 %),(0 %),6,4,0,(60%),(40%),(0%),10,5,34.0,38.0,71.0,69.0,phillips,,phillips,bantamweight,0,[60%],[0%],56.0,94.0,,1.0,"1.87
              ","3.33
          ","0.00
              ","0.50
          ","40
                  %","35
                      %","0.00
              ","15:00
          ",28,50%,24,43%,4,7%,23,20,13,(41%),(36%),(23%),6,2,4,(50%),(17%),(33%),8,3,32.0,40.0,71.0,69.0
60,bontorin,bantamweight,0,[51%],[40%],104.0,205.0,1.0,15.0,"2.19
              ","3.12
          ","1.90
              ","1.58
          ","38
                  %","52
                      %","0.00
              ","09:30
          ",66,63%,26,25%,12,12%,76,17,11,(73%),(16%),(11%),3,11,3,(18%),(65%),(18%),17,3,29.0,35.0,67.0,65.0,schnell,Win,schnell,bantamweight,0,[37%],[33%],261.0,714.0,1.0,6.0,"4.20
              ","4.02
          ","0.48
              ","1.21
          ","63
                  %","54
                      %","0.00
              ","07:46
          ",182,70%,26,10%,53,20%,240,19,2,(92%),(7%),(1%),2,8,5,(13%),(53%),(33%),15,6,31.0,38.0,70.0,68.0
61,bontorin,bantamweight,0,[51%],[40%],104.0,205.0,1.0,15.0,"2.19
              ","3.12
          ","1.90
              ","1.58
          ","38
                  %","52
                      %","0.00
              ","09:30
          ",66,63%,26,25%,12,12%,76,17,11,(73%),(16%),(11%),3,11,3,(18%),(65%),(18%),17,3,29.0,35.0,67.0,65.0,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,bontorin,bantamweight,0,[51%],[40%],104.0,205.0,1.0,15.0,"2.19
              ","3.12
          ","1.90
              ","1.58
          ","38
                  %","52
                      %","0.00
              ","09:30
          ",66,63%,26,25%,12,12%,76,17,11,(73%),(16%),(11%),3,11,3,(18%),(65%),(18%),17,3,29.0,35.0,67.0,65.0,borg,upcoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,bontorin,bantamweight,0,[51%],[40%],104.0,205.0,1.0,15.0,"2.19
              ","3.12
          ","1.90
              ","1.58
          ","38
                  %","52
                      %","0.00
              ","09:30
          ",66,63%,26,25%,12,12%,76,17,11,(73%),(16%),(11%),3,11,3,(18%),(65%),(18%),17,3,29.0,35.0,67.0,65.0,paiva,Win,paiva,bantamweight,15,[44%],[27%],308.0,708.0,,11.0,"4.24
              ","4.90
          ","0.62
              ","0.21
          ","50
                  %","75
                      %","0.21
              ","12:06
          ",183,59%,85,28%,40,13%,271,22,15,(88%),(7%),(5%),4,3,14,(19%),(14%),(67%),21,3,25.0,38.0,69.0,68.0
64,bontorin,bantamweight,0,[51%],[40%],104.0,205.0,1.0,15.0,"2.19
              ","3.12
          ","1.90
              ","1.58
          ","38
                  %","52
                      %","0.00
              ","09:30
          ",66,63%,26,25%,12,12%,76,17,11,(73%),(16%),(11%),3,11,3,(18%),(65%),(18%),17,3,29.0,35.0,67.0,65.0,bibulatov,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,costa,bantamweight,0,[46%],,141.0,304.0,,,"8.64
              ","6.86
          ","0.00
              ","0.00
          ","63
                  %","100
                      %","2.76
              ","04:05
          ",123,87%,14,10%,4,3%,134,2,5,(95%),(1%),(4%),6,0,0,(100%),(0%),(0%),6,2,27.0,39.0,73.0,69.0,davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,costa,bantamweight,0,[46%],,141.0,304.0,,,"8.64
              ","6.86
          ","0.00
              ","0.00
          ","63
                  %","100
                      %","2.76
              ","04:05
          ",123,87%,14,10%,4,3%,134,2,5,(95%),(1%),(4%),6,0,0,(100%),(0%),(0%),6,2,27.0,39.0,73.0,69.0,salmon,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,costa,bantamweight,0,[46%],,141.0,304.0,,,"8.64
              ","6.86
          ","0.00
              ","0.00
          ","63
                  %","100
                      %","2.76
              ","04:05
          ",123,87%,14,10%,4,3%,134,2,5,(95%),(1%),(4%),6,0,0,(100%),(0%),(0%),6,2,27.0,39.0,73.0,69.0,newson,Win,newson,bantamweight,0,[33%],[0%],44.0,133.0,,1.0,"2.81
              ","2.62
          ","0.00
              ","0.96
          ","67
                  %",None,"0.96
              ","07:49
          ",15,34%,9,20%,20,45%,38,1,5,(86%),(2%),(11%),3,3,3,(33%),(33%),(33%),9,2,31.0,35.0,67.0,65.0
68,costa,bantamweight,0,[46%],,141.0,304.0,,,"8.64
              ","6.86
          ","0.00
              ","0.00
          ","63
                  %","100
                      %","2.76
              ","04:05
          ",123,87%,14,10%,4,3%,134,2,5,(95%),(1%),(4%),6,0,0,(100%),(0%),(0%),6,2,27.0,39.0,73.0,69.0,yanez,,yanez,bantamweight,0,[39%],,129.0,331.0,,,"6.13
              ","4.80
          ","0.00
              ","0.00
          ","55
                  %","100
                      %","3.56
              ","05:16
          ",94,73%,17,13%,18,14%,121,2,6,(94%),(2%),(5%),9,2,3,(64%),(14%),(21%),14,3,27.0,38.0,70.0,67.0
69,smith,bantamweight,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0,0%,0,0%,0,0,0,(0 %),(0 %),(0 %),2,3,2,(29%),(43%),(29%),7,2,31.0,41.0,67.0,71.0,azure,,azure,bantamweight,0,[52%],[45%],224.0,427.0,,20.0,"4.17
              ","1.99
          ","2.52
              ","1.40
          ","63
                  %","76
                      %","0.28
              ","13:25
          ",137,61%,39,17%,48,21%,168,20,36,(75%),(9%),(16%),3,1,5,(33%),(11%),(56%),9,2,29.0,38.0,70.0,68.0
70,smith,bantamweight,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0,0%,0,0%,0,0,0,(0 %),(0 %),(0 %),2,3,2,(29%),(43%),(29%),7,2,31.0,41.0,67.0,71.0,johns,,johns,bantamweight,0,[48%],[31%],165.0,342.0,1.0,13.0,"3.33
              ","2.42
          ","1.21
              ","0.00
          ","68
                  %","88
                      %","0.61
              ","12:23
          ",145,88%,12,7%,8,5%,122,18,25,(74%),(11%),(15%),3,2,6,(27%),(18%),(55%),11,1,27.0,37.0,68.0,67.0
71,smith,bantamweight,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0,0%,0,0%,0,0,0,(0 %),(0 %),(0 %),2,3,2,(29%),(43%),(29%),7,2,31.0,41.0,67.0,71.0,gagnon,upcoming,gagnon,bantamweight,0,[49%],[26%],200.0,409.0,6.0,23.0,"3.18
              ","2.13
          ","1.43
              ","1.91
          ","63
                  %","68
                      %","0.48
              ","08:59
          ",127,64%,50,25%,23,12%,117,46,37,(59%),(23%),(19%),1,10,1,(8%),(83%),(8%),12,4,34.0,36.0,65.0,65.0
72,smolka,bantamweight,0,[46%],[34%],594.0,1288.0,13.0,44.0,"4.25
              ","3.62
          ","1.61
              ","2.04
          ","52
                  %","31
                      %","0.21
              ","09:59
          ",411,69%,147,25%,36,6%,335,63,196,(56%),(11%),(33%),8,7,2,(47%),(41%),(12%),17,7,29.0,37.0,68.0,69.0,quinonez,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,smolka,bantamweight,0,[46%],[34%],594.0,1288.0,13.0,44.0,"4.25
              ","3.62
          ","1.61
              ","2.04
          ","52
                  %","31
                      %","0.21
              ","09:59
          ",411,69%,147,25%,36,6%,335,63,196,(56%),(11%),(33%),8,7,2,(47%),(41%),(12%),17,7,29.0,37.0,68.0,69.0,kenney,,kenney,bantamweight,1,[43%],[39%],592.0,1380.0,2.0,23.0,"4.81
              ","4.30
          ","1.10
              ","0.49
          ","59
                  %","59
                      %","0.00
              ","13:40
          ",316,53%,148,25%,128,22%,521,53,18,(88%),(9%),(3%),2,5,9,(13%),(31%),(56%),16,4,30.0,36.0,70.0,67.0
74,smolka,bantamweight,0,[46%],[34%],594.0,1288.0,13.0,44.0,"4.25
              ","3.62
          ","1.61
              ","2.04
          ","52
                  %","31
                      %","0.21
              ","09:59
          ",411,69%,147,25%,36,6%,335,63,196,(56%),(11%),(33%),8,7,2,(47%),(41%),(12%),17,7,29.0,37.0,68.0,69.0,macdonald,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,smolka,bantamweight,0,[46%],[34%],594.0,1288.0,13.0,44.0,"4.25
              ","3.62
          ","1.61
              ","2.04
          ","52
                  %","31
                      %","0.21
              ","09:59
          ",411,69%,147,25%,36,6%,335,63,196,(56%),(11%),(33%),8,7,2,(47%),(41%),(12%),17,7,29.0,37.0,68.0,69.0,schnell,,schnell,bantamweight,0,[37%],[33%],261.0,714.0,1.0,6.0,"4.20
              ","4.02
          ","0.48
              ","1.21
          ","63
                  %","54
                      %","0.00
              ","07:46
          ",182,70%,26,10%,53,20%,240,19,2,(92%),(7%),(1%),2,8,5,(13%),(53%),(33%),15,6,31.0,38.0,70.0,68.0
76,smolka,bantamweight,0,[46%],[34%],594.0,1288.0,13.0,44.0,"4.25
              ","3.62
          ","1.61
              ","2.04
          ","52
                  %","31
                      %","0.21
              ","09:59
          ",411,69%,147,25%,36,6%,335,63,196,(56%),(11%),(33%),8,7,2,(47%),(41%),(12%),17,7,29.0,37.0,68.0,69.0,sumudaerji,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,jones,bantamweight,0,[61%],[20%],49.0,80.0,,5.0,"3.84
              ","6.81
          ","1.17
              ","0.00
          ","36
                  %",None,"2.35
              ","06:23
          ",32,65%,4,8%,13,27%,28,3,18,(57%),(6%),(37%),3,4,6,(23%),(31%),(46%),13,6,30.0,40.0,70.0,67.0,valiev,upcoming,valiev,bantamweight,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0,0%,0,0%,0,0,0,(0 %),(0 %),(0 %),5,2,10,(29%),(12%),(59%),18,2,31.0,38.0,67.0,66.0
78,jones,bantamweight,0,[61%],[20%],49.0,80.0,,5.0,"3.84
              ","6.81
          ","1.17
              ","0.00
          ","36
                  %",None,"2.35
              ","06:23
          ",32,65%,4,8%,13,27%,28,3,18,(57%),(6%),(37%),3,4,6,(23%),(31%),(46%),13,6,30.0,40.0,70.0,67.0,bautista,Win,bautista,bantamweight,0,[46%],[33%],177.0,387.0,1.0,3.0,"5.71
              ","4.78
          ","0.48
              ","0.00
          ","55
                  %","70
                      %","0.48
              ","07:45
          ",125,71%,36,20%,16,9%,138,30,9,(78%),(17%),(5%),3,3,2,(38%),(38%),(25%),8,2,27.0,39.0,72.0,69.0
79,hokang,bantamweight,0,[43%],[67%],188.0,441.0,,18.0,"2.39
              ","1.97
          ","2.29
              ","1.33
          ","59
                  %","75
                      %","0.00
              ","13:08
          ",140,74%,16,9%,32,17%,99,5,84,(53%),(3%),(45%),2,11,4,(12%),(65%),(24%),17,8,33.0,39.0,73.0,69.0,kang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,hokang,bantamweight,0,[43%],[67%],188.0,441.0,,18.0,"2.39
              ","1.97
          ","2.29
              ","1.33
          ","59
                  %","75
                      %","0.00
              ","13:08
          ",140,74%,16,9%,32,17%,99,5,84,(53%),(3%),(45%),2,11,4,(12%),(65%),(24%),17,8,33.0,39.0,73.0,69.0,kang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,hokang,bantamweight,0,[43%],[67%],188.0,441.0,,18.0,"2.39
              ","1.97
          ","2.29
              ","1.33
          ","59
                  %","75
                      %","0.00
              ","13:08
          ",140,74%,16,9%,32,17%,99,5,84,(53%),(3%),(45%),2,11,4,(12%),(65%),(24%),17,8,33.0,39.0,73.0,69.0,ishihara,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,hokang,bantamweight,0,[43%],[67%],188.0,441.0,,18.0,"2.39
              ","1.97
          ","2.29
              ","1.33
          ","59
                  %","75
                      %","0.00
              ","13:08
          ",140,74%,16,9%,32,17%,99,5,84,(53%),(3%),(45%),2,11,4,(12%),(65%),(24%),17,8,33.0,39.0,73.0,69.0,ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,kelleher,bantamweight,0,[41%],[25%],334.0,816.0,4.0,24.0,"4.48
              ","6.00
          ","1.21
              ","0.60
          ","53
                  %","76
                      %","0.40
              ","08:17
          ",222,66%,48,14%,64,19%,278,25,31,(83%),(7%),(9%),8,10,4,(36%),(45%),(18%),23,12,35.0,38.0,66.0,66.0,stasiak,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,kelleher,bantamweight,0,[41%],[25%],334.0,816.0,4.0,24.0,"4.48
              ","6.00
          ","1.21
              ","0.60
          ","53
                  %","76
                      %","0.40
              ","08:17
          ",222,66%,48,14%,64,19%,278,25,31,(83%),(7%),(9%),8,10,4,(36%),(45%),(18%),23,12,35.0,38.0,66.0,66.0,barao,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,kelleher,bantamweight,0,[41%],[25%],334.0,816.0,4.0,24.0,"4.48
              ","6.00
          ","1.21
              ","0.60
          ","53
                  %","76
                      %","0.40
              ","08:17
          ",222,66%,48,14%,64,19%,278,25,31,(83%),(7%),(9%),8,10,4,(36%),(45%),(18%),23,12,35.0,38.0,66.0,66.0,lineker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,kelleher,bantamweight,0,[41%],[25%],334.0,816.0,4.0,24.0,"4.48
              ","6.00
          ","1.21
              ","0.60
          ","53
                  %","76
                      %","0.40
              ","08:17
          ",222,66%,48,14%,64,19%,278,25,31,(83%),(7%),(9%),8,10,4,(36%),(45%),(18%),23,12,35.0,38.0,66.0,66.0,jackson,upcoming,jackson,bantamweight,0,[56%],[78%],271.0,488.0,2.0,27.0,"3.67
              ","1.35
          ","4.26
              ","0.20
          ","57
                  %","66
                      %","0.81
              ","12:19
          ",190,70%,60,22%,21,8%,131,88,52,(48%),(32%),(19%),6,1,3,(60%),(10%),(30%),11,2,29.0,41.0,75.0,70.0
